# mark component_1_count component_2_count component_3_count total_fit_count data_count
4.6200000000e+02 6.1645379300e-17 3.3302320747e+01 1.6577630153e+03 1.6910653361e+03 1.5970000000e+03
4.6300000000e+02 4.2477481387e-17 3.1813692516e+01 1.6925416390e+03 1.7243553315e+03 1.5760000000e+03
4.6400000000e+02 2.9083200225e-17 3.0346629105e+01 1.7050609706e+03 1.7354075997e+03 1.5680000000e+03
4.6500000000e+02 3.3721011884e-17 3.0681495841e+01 1.5802161438e+03 1.6108976396e+03 1.7580000000e+03
4.6600000000e+02 2.3286819411e-17 2.9343910634e+01 1.6525516301e+03 1.6818955407e+03 1.5110000000e+03
4.6700000000e+02 1.5979498572e-17 2.8023411636e+01 1.6859831899e+03 1.7140066015e+03 1.4930000000e+03
4.6800000000e+02 1.0895164048e-17 2.6722757213e+01 1.6977242988e+03 1.7244470560e+03 1.4890000000e+03
4.6900000000e+02 7.3806924208e-18 2.4905196944e+01 1.5763696095e+03 1.6012748064e+03 1.5610000000e+03
4.7000000000e+02 8.7070468470e-18 2.5809090088e+01 1.6465149752e+03 1.6723240653e+03 1.7030000000e+03
4.7100000000e+02 5.9499907450e-18 2.4639909322e+01 1.6786139972e+03 1.7032539065e+03 1.5170000000e+03
4.7200000000e+02 4.0399122373e-18 2.3488928502e+01 1.6895909856e+03 1.7130799141e+03 1.4900000000e+03
4.7300000000e+02 2.7252937450e-18 2.1881135307e+01 1.5716955819e+03 1.5935767172e+03 1.5510000000e+03
4.7400000000e+02 1.8264980216e-18 2.0827794705e+01 1.6396621148e+03 1.6604899095e+03 1.4910000000e+03
4.7500000000e+02 2.1928934085e-18 2.1625610279e+01 1.6704444059e+03 1.6920700162e+03 1.6660000000e+03
4.7600000000e+02 1.4827093827e-18 2.0608969307e+01 1.6806720884e+03 1.7012810577e+03 1.6270000000e+03
4.7700000000e+02 9.9603237367e-19 1.9189355745e+01 1.5662018523e+03 1.5853912081e+03 1.5460000000e+03
4.7800000000e+02 6.6473539421e-19 1.8260070716e+01 1.6320033257e+03 1.6502633964e+03 1.4700000000e+03
4.7900000000e+02 4.4071763441e-19 1.7348034817e+01 1.6614859203e+03 1.6788339551e+03 1.5170000000e+03
4.8000000000e+02 5.3862371632e-19 1.8049304094e+01 1.6709797837e+03 1.6890290878e+03 1.6360000000e+03
4.8100000000e+02 3.6031050911e-19 1.6798155779e+01 1.5598974898e+03 1.5766956456e+03 1.5440000000e+03
4.8200000000e+02 2.3945276998e-19 1.5979833752e+01 1.6235500720e+03 1.6395299058e+03 1.5070000000e+03
4.8300000000e+02 1.5808586394e-19 1.5177109211e+01 1.6517511776e+03 1.6669282868e+03 1.4980000000e+03
4.8400000000e+02 1.0367570502e-19 1.4391566377e+01 1.6605273392e+03 1.6749189056e+03 1.5680000000e+03
4.8500000000e+02 1.2900993947e-19 1.4678222939e+01 1.5527928161e+03 1.5674710390e+03 1.7000000000e+03
4.8600000000e+02 8.5375222811e-20 1.3958948032e+01 1.6143149768e+03 1.6282739248e+03 1.4890000000e+03
4.8700000000e+02 5.6126094977e-20 1.3253739484e+01 1.6412539180e+03 1.6545076574e+03 1.4820000000e+03
4.8800000000e+02 3.6652447708e-20 1.2563966712e+01 1.6493290829e+03 1.6618930496e+03 1.4830000000e+03
4.8900000000e+02 2.3775379131e-20 1.1603508075e+01 1.5448993769e+03 1.5565028850e+03 1.5010000000e+03
4.9000000000e+02 3.0128965920e-20 1.2171490202e+01 1.6043117906e+03 1.6164832808e+03 1.5790000000e+03
4.9100000000e+02 1.9723105388e-20 1.1553096332e+01 1.6300089522e+03 1.6415620486e+03 1.5080000000e+03
4.9200000000e+02 1.2825255590e-20 1.0948535863e+01 1.6374003705e+03 1.6483489063e+03 1.4700000000e+03
4.9300000000e+02 8.2839586716e-21 1.0106894114e+01 1.5362299111e+03 1.5463368052e+03 1.4350000000e+03
4.9400000000e+02 5.3146644444e-21 9.5622108049e+00 1.5935553582e+03 1.6031175690e+03 1.4340000000e+03
4.9500000000e+02 6.8599973580e-21 1.0052381256e+01 1.6180321274e+03 1.6280845086e+03 1.5740000000e+03
4.9600000000e+02 4.4418682045e-21 9.5234842477e+00 1.6247575490e+03 1.6342810332e+03 1.4270000000e+03
4.9700000000e+02 2.8568239726e-21 8.7873158428e+00 1.5267983158e+03 1.5355856317e+03 1.4430000000e+03
4.9800000000e+02 1.8249980859e-21 8.3113347915e+00 1.5820615814e+03 1.5903729162e+03 1.4260000000e+03
4.9900000000e+02 1.1579397911e-21 7.8476260498e+00 1.6053402889e+03 1.6131879150e+03 1.3860000000e+03
5.0000000000e+02 1.5226547535e-21 8.2688715056e+00 1.6114179193e+03 1.6196867908e+03 1.5710000000e+03
5.0100000000e+02 9.7513263531e-22 7.6261416821e+00 1.5166196097e+03 1.5242457513e+03 1.4700000000e+03
5.0200000000e+02 6.2027207909e-22 7.2109639171e+00 1.5698473809e+03 1.5770583448e+03 1.5340000000e+03
5.0300000000e+02 3.9186899674e-22 6.8066761708e+00 1.5919512415e+03 1.5987579177e+03 1.4010000000e+03
5.0400000000e+02 2.4588113177e-22 6.4139675944e+00 1.5973996962e+03 1.6038136638e+03 1.3950000000e+03
5.0500000000e+02 3.2944136371e-22 6.6063809573e+00 1.5057098924e+03 1.5123162733e+03 1.5990000000e+03
5.0600000000e+02 2.0865793410e-22 6.2449066367e+00 1.5569306541e+03 1.5631755608e+03 1.4230000000e+03
5.0700000000e+02 1.3125848411e-22 5.8930744703e+00 1.5778837068e+03 1.5837767813e+03 1.3790000000e+03
5.0800000000e+02 8.2005183155e-23 5.5514721003e+00 1.5827219656e+03 1.5882734377e+03 1.3640000000e+03
5.0900000000e+02 5.0881743471e-23 5.0743225769e+00 1.4940863027e+03 1.4991606253e+03 1.3420000000e+03
5.1000000000e+02 6.9473636081e-23 5.3984447182e+00 1.5433302327e+03 1.5487286774e+03 1.5820000000e+03
5.1100000000e+02 4.3515606503e-23 5.0928257694e+00 1.5631572799e+03 1.5682501057e+03 1.4480000000e+03
5.1200000000e+02 2.7069944803e-23 4.7962253303e+00 1.5674046412e+03 1.5722008665e+03 1.4090000000e+03
5.1300000000e+02 1.6723710619e-23 4.3819648045e+00 1.4817669734e+03 1.4861489382e+03 1.3510000000e+03
5.1400000000e+02 1.0260551542e-23 4.1194424031e+00 1.5290658361e+03 1.5331852786e+03 1.3200000000e+03
5.1500000000e+02 1.4278859022e-23 4.3932483797e+00 1.5477923835e+03 1.5521856318e+03 1.5270000000e+03
5.1600000000e+02 8.8442916623e-24 4.1361950580e+00 1.5514684180e+03 1.5556046130e+03 1.3470000000e+03
5.1700000000e+02 5.4404120105e-24 3.7771939944e+00 1.4687709842e+03 1.4725481782e+03 1.2990000000e+03
5.1800000000e+02 3.3234533682e-24 3.5499138818e+00 1.5141580249e+03 1.5177079388e+03 1.3870000000e+03
5.1900000000e+02 2.0161528578e-24 3.3301927205e+00 1.5318102199e+03 1.5351404126e+03 1.3660000000e+03
5.2000000000e+02 2.8600130637e-24 3.5605120538e+00 1.5349347253e+03 1.5384952373e+03 1.4690000000e+03
5.2100000000e+02 1.7516974551e-24 3.2499695198e+00 1.4551183126e+03 1.4583682821e+03 1.3430000000e+03
5.2200000000e+02 1.0654561630e-24 3.0535621759e+00 1.4986281511e+03 1.5016817132e+03 1.3390000000e+03
5.2300000000e+02 6.4355364900e-25 2.8637660877e+00 1.5152327225e+03 1.5180964886e+03 1.3260000000e+03
5.2400000000e+02 3.8600745806e-25 2.6808271489e+00 1.5178256777e+03 1.5205065049e+03 1.2550000000e+03
5.2500000000e+02 5.5823138413e-25 2.7912509063e+00 1.4408297829e+03 1.4436210338e+03 1.4400000000e+03
5.2600000000e+02 3.3807136904e-25 2.6218345633e+00 1.4824983075e+03 1.4851201421e+03 1.3540000000e+03
5.2700000000e+02 2.0331615627e-25 2.4581889262e+00 1.4980825047e+03 1.5005406936e+03 1.3280000000e+03
5.2800000000e+02 1.2142105445e-25 2.3005199976e+00 1.5001640249e+03 1.5024645449e+03 1.3520000000e+03
5.2900000000e+02 7.2004979104e-26 2.0778439823e+00 1.4259270137e+03 1.4280048576e+03 1.2610000000e+03
5.3000000000e+02 1.0617144071e-25 2.2470532717e+00 1.4657912759e+03 1.4680383291e+03 1.4640000000e+03
5.3100000000e+02 6.3574737212e-26 2.1062140961e+00 1.4803828081e+03 1.4824890222e+03 1.2880000000e+03
5.3200000000e+02 3.7802188302e-26 1.9705739010e+00 1.4819731002e+03 1.4839436741e+03 1.3600000000e+03
5.3300000000e+02 2.2319934043e-26 1.7790089951e+00 1.4104323630e+03 1.4122113720e+03 1.2340000000e+03
5.3400000000e+02 1.3086004798e-26 1.6613371118e+00 1.4485304731e+03 1.4501918103e+03 1.2290000000e+03
5.3500000000e+02 1.9675352770e-26 1.8013550170e+00 1.4621574497e+03 1.4639588047e+03 1.3860000000e+03
5.3600000000e+02 1.1648345799e-26 1.6848799194e+00 1.4632767687e+03 1.4649616486e+03 1.2820000000e+03
5.3700000000e+02 6.8477326706e-27 1.5203811014e+00 1.3943688735e+03 1.3958892546e+03 1.3150000000e+03
5.3800000000e+02 3.9972807163e-27 1.4194358401e+00 1.4307398972e+03 1.4321593330e+03 1.3310000000e+03
5.3900000000e+02 2.3168970923e-27 1.3226210059e+00 1.4434307677e+03 1.4447533887e+03 1.2560000000e+03
5.4000000000e+02 3.5525130458e-27 1.4379861285e+00 1.4440993735e+03 1.4455373596e+03 1.4580000000e+03
5.4100000000e+02 2.0793325612e-27 1.2969877991e+00 1.3777602153e+03 1.3790572031e+03 1.3200000000e+03
5.4200000000e+02 1.2084945402e-27 1.2105503481e+00 1.4124440714e+03 1.4136546218e+03 1.2280000000e+03
5.4300000000e+02 6.9740829086e-28 1.1276813048e+00 1.4242275669e+03 1.4253552482e+03 1.2540000000e+03
5.4400000000e+02 3.9961601794e-28 1.0484416992e+00 1.4244656827e+03 1.4255141244e+03 1.1910000000e+03
5.4500000000e+02 6.2491958439e-28 1.1044051630e+00 1.3606306284e+03 1.3617350336e+03 1.4890000000e+03
5.4600000000e+02 3.6161545020e-28 1.0305261990e+00 1.3936679887e+03 1.3946985149e+03 1.2280000000e+03
5.4700000000e+02 2.0777292997e-28 9.5972413189e-01 1.4045730637e+03 1.4055327878e+03 1.2830000000e+03
5.4800000000e+02 1.1853371986e-28 8.9204835229e-01 1.4044008350e+03 1.4052928834e+03 1.3050000000e+03
5.4900000000e+02 6.7141964582e-29 7.9446879769e-01 1.3430048645e+03 1.3437993333e+03 1.1660000000e+03
5.5000000000e+02 1.0709551328e-28 8.7567773641e-01 1.3744370549e+03 1.3753127326e+03 1.4610000000e+03
5.5100000000e+02 6.1264952827e-29 8.1529639090e-01 1.3844928299e+03 1.3853081263e+03 1.2350000000e+03
5.5200000000e+02 3.4798580141e-29 7.5760277036e-01 1.3839302850e+03 1.3846878877e+03 1.2350000000e+03
5.5300000000e+02 1.9624929208e-29 6.7441346998e-01 1.3249081279e+03 1.3255825414e+03 1.2590000000e+03
5.5400000000e+02 1.0988863166e-29 6.2548865772e-01 1.3547770315e+03 1.3554025202e+03 1.2640000000e+03
5.5500000000e+02 1.7879538785e-29 6.9134319939e-01 1.3640127371e+03 1.3647040803e+03 1.4210000000e+03
5.5600000000e+02 1.0111172442e-29 6.4224948134e-01 1.3630797488e+03 1.3637219983e+03 1.3120000000e+03
5.5700000000e+02 5.6773003469e-30 5.7145796827e-01 1.3063660161e+03 1.3069374740e+03 1.2170000000e+03
5.5800000000e+02 3.1650308959e-30 5.2986534827e-01 1.3347139794e+03 1.3352438447e+03 1.1660000000e+03
5.5900000000e+02 1.7518569090e-30 4.9029786834e-01 1.3431589007e+03 1.3436491986e+03 1.2150000000e+03
5.6000000000e+02 2.9077809975e-30 5.4346930500e-01 1.3418751498e+03 1.3424186191e+03 1.4750000000e+03
5.6100000000e+02 1.6255306804e-30 4.8333808410e-01 1.2874044605e+03 1.2878877986e+03 1.2520000000e+03
5.6200000000e+02 9.0223996619e-31 4.4804357201e-01 1.3142742006e+03 1.3147222442e+03 1.1870000000e+03
5.6300000000e+02 4.9720051493e-31 4.1447935318e-01 1.3219576241e+03 1.3223721035e+03 1.1830000000e+03
5.6400000000e+02 2.7203031535e-31 3.8264617493e-01 1.3203425639e+03 1.3207252101e+03 1.2030000000e+03
5.6500000000e+02 4.6064654104e-31 4.0806223737e-01 1.2680496670e+03 1.2684577293e+03 1.4500000000e+03
5.6600000000e+02 2.5455692152e-31 3.7816700634e-01 1.2934841824e+03 1.2938623494e+03 1.2890000000e+03
5.6700000000e+02 1.3966342195e-31 3.4974735243e-01 1.3004353428e+03 1.3007850902e+03 1.1540000000e+03
5.6800000000e+02 7.6077252422e-32 3.2280274650e-01 1.2985081658e+03 1.2988309685e+03 1.2080000000e+03
5.6900000000e+02 4.1142049301e-32 2.8264841250e-01 1.2483280566e+03 1.2486107051e+03 1.1430000000e+03
5.7000000000e+02 7.1083094705e-32 3.1860726389e-01 1.2723705400e+03 1.2726891473e+03 1.3760000000e+03
5.7100000000e+02 3.8828605273e-32 2.9458769852e-01 1.2786185697e+03 1.2789131574e+03 1.2910000000e+03
5.7200000000e+02 2.1057644969e-32 2.7182267900e-01 1.2763981756e+03 1.2766699982e+03 1.1040000000e+03
5.7300000000e+02 1.1337713852e-32 2.3789615259e-01 1.2282662066e+03 1.2285041028e+03 1.1390000000e+03
5.7400000000e+02 6.0605564972e-33 2.1909013557e-01 1.2509599608e+03 1.2511790510e+03 1.1440000000e+03
5.7500000000e+02 1.0684119645e-32 2.4767571061e-01 1.2565338403e+03 1.2567815160e+03 1.3920000000e+03
5.7600000000e+02 5.7687549147e-33 2.2847715299e-01 1.2540388060e+03 1.2542672831e+03 1.1840000000e+03
5.7700000000e+02 3.0923015926e-33 1.9986490923e-01 1.2078907923e+03 1.2080906572e+03 1.1520000000e+03
5.7800000000e+02 1.6457003774e-33 1.8401953733e-01 1.2292791491e+03 1.2294631687e+03 1.1840000000e+03
5.7900000000e+02 8.6950787357e-34 1.6906951600e-01 1.2342076588e+03 1.2343767283e+03 1.0910000000e+03
5.8000000000e+02 1.5641252714e-33 1.9169398768e-01 1.2314562106e+03 1.2316479045e+03 1.4240000000e+03
5.8100000000e+02 8.3474693190e-34 1.6760769266e-01 1.1872285294e+03 1.1873961370e+03 1.1550000000e+03
5.8200000000e+02 4.4228804039e-34 1.5428130355e-01 1.2073547711e+03 1.2075090524e+03 1.1520000000e+03
5.8300000000e+02 2.3265257012e-34 1.4171203966e-01 1.2116664459e+03 1.2118081579e+03 1.1740000000e+03
5.8400000000e+02 1.2149484156e-34 1.2988925098e-01 1.2086764327e+03 1.2088063219e+03 1.0680000000e+03
5.8500000000e+02 2.2302025614e-34 1.4030062608e-01 1.1663061174e+03 1.1664464180e+03 1.3450000000e+03
5.8600000000e+02 1.1764558915e-34 1.2911328171e-01 1.1852134017e+03 1.1853425150e+03 1.1640000000e+03
5.8700000000e+02 6.1610930881e-35 1.1856498025e-01 1.1889364863e+03 1.1890550512e+03 1.1420000000e+03
5.8800000000e+02 3.2032126773e-35 1.0864633248e-01 1.1857253558e+03 1.1858340021e+03 1.0600000000e+03
5.8900000000e+02 1.6532135811e-35 9.3120685306e-02 1.1451501842e+03 1.1452433048e+03 1.0750000000e+03
5.9000000000e+02 3.0971482352e-35 1.0785413382e-01 1.1628814720e+03 1.1629893262e+03 1.3230000000e+03
5.9100000000e+02 1.6148163493e-35 9.9018048517e-02 1.1660438786e+03 1.1661428967e+03 1.1580000000e+03
5.9200000000e+02 8.3585076020e-36 9.0712087991e-02 1.1626286548e+03 1.1627193669e+03 1.1170000000e+03
5.9300000000e+02 4.2948626621e-36 7.7711099082e-02 1.1237872313e+03 1.1238649424e+03 1.0460000000e+03
5.9400000000e+02 2.1909553330e-36 7.1058652270e-02 1.1403852181e+03 1.1404562768e+03 1.0760000000e+03
5.9500000000e+02 4.1889369981e-36 8.2543054871e-02 1.1430144863e+03 1.1430970293e+03 1.3880000000e+03
5.9600000000e+02 2.1586718023e-36 7.5600295213e-02 1.1394117491e+03 1.1394873494e+03 1.1450000000e+03
5.9700000000e+02 1.1042923519e-36 6.4733314469e-02 1.1022435812e+03 1.1023083145e+03 1.1260000000e+03
5.9800000000e+02 5.6084483238e-37 5.9177591452e-02 1.1177506313e+03 1.1178098089e+03 1.0890000000e+03
5.9900000000e+02 2.8276842376e-37 5.3979078290e-02 1.1198738893e+03 1.1199278684e+03 9.5100000000e+02
6.0000000000e+02 5.5177152548e-37 6.2891225069e-02 1.1160997567e+03 1.1161626479e+03 1.4280000000e+03
6.0100000000e+02 2.8101739378e-37 5.3824566706e-02 1.0805453258e+03 1.0805991504e+03 1.1630000000e+03
6.0200000000e+02 1.4209078313e-37 4.9193248624e-02 1.0950034099e+03 1.0950526032e+03 1.1010000000e+03
6.0300000000e+02 7.1322564350e-38 4.4861032884e-02 1.0966473388e+03 1.0966921998e+03 1.0480000000e+03
6.0400000000e+02 3.5539592550e-38 4.0819827532e-02 1.0927174500e+03 1.0927582698e+03 9.4900000000e+02
6.0500000000e+02 7.0777722102e-38 4.4672591361e-02 1.0587182764e+03 1.0587629490e+03 1.3600000000e+03
6.0600000000e+02 3.5628945791e-38 4.0818930435e-02 1.0721689129e+03 1.0722097319e+03 1.1000000000e+03
6.0700000000e+02 1.7804776219e-38 3.7215252129e-02 1.0733597121e+03 1.0733969274e+03 1.0780000000e+03
6.0800000000e+02 8.8326981620e-39 3.3854664171e-02 1.0692892138e+03 1.0693230685e+03 1.0590000000e+03
6.0900000000e+02 4.3489567604e-39 2.8207377085e-02 1.0367879154e+03 1.0368161228e+03 9.2500000000e+02
6.1000000000e+02 8.8420671853e-39 3.3808479367e-02 1.0492721149e+03 1.0493059234e+03 1.3810000000e+03
6.1100000000e+02 4.3990562963e-39 3.0816304426e-02 1.0500354705e+03 1.0500662868e+03 1.1120000000e+03
6.1200000000e+02 2.1726383234e-39 2.8026814648e-02 1.0458390045e+03 1.0458670313e+03 1.0310000000e+03
6.1300000000e+02 1.0650062038e-39 2.3339800907e-02 1.0147793512e+03 1.0148026910e+03 9.8800000000e+02
6.1400000000e+02 5.1834998305e-40 2.1189274863e-02 1.0263375599e+03 1.0263587492e+03 9.6300000000e+02
6.1500000000e+02 1.0757115961e-39 2.5471119835e-02 1.0266986183e+03 1.0267240894e+03 1.4040000000e+03
6.1600000000e+02 5.2892547798e-40 2.3159909576e-02 1.0223903112e+03 1.0224134711e+03 1.1010000000e+03
6.1700000000e+02 2.5812601251e-40 1.9276988139e-02 9.9271727218e+02 9.9273654917e+02 1.1460000000e+03
6.1800000000e+02 1.2507515354e-40 1.7496725182e-02 1.0033893340e+03 1.0034068307e+03 1.0270000000e+03
6.1900000000e+02 6.0161698096e-41 1.5844629970e-02 1.0033726295e+03 1.0033884741e+03 9.2400000000e+02
6.2000000000e+02 1.2744254892e-40 1.9103276621e-02 9.9896611929e+02 9.9898522257e+02 1.3490000000e+03
6.2100000000e+02 6.1918996237e-41 1.5892374970e-02 9.7062590584e+02 9.7064179822e+02 1.1090000000e+03
6.2200000000e+02 2.9869724485e-41 1.4421320655e-02 9.8045100623e+02 9.8046542755e+02 1.0570000000e+03
6.2300000000e+02 1.4303666320e-41 1.3056568150e-02 9.8008054846e+02 9.8009360503e+02 9.7100000000e+02
6.2400000000e+02 6.7993806353e-42 1.1793981802e-02 9.7558857110e+02 9.7560036508e+02 8.0600000000e+02
6.2500000000e+02 1.4700376440e-41 1.3078141044e-02 9.4852897815e+02 9.4854205629e+02 1.3230000000e+03
6.2600000000e+02 7.0599808325e-42 1.1864812605e-02 9.5754560529e+02 9.5755747011e+02 1.0710000000e+03
6.2700000000e+02 3.3657861396e-42 1.0739487633e-02 9.5684475211e+02 9.5685549160e+02 1.0240000000e+03
6.2800000000e+02 1.5928484743e-42 9.6987035595e-03 9.5228013704e+02 9.5228983575e+02 8.9100000000e+02
6.2900000000e+02 7.4771811834e-43 7.7625101803e-03 9.2644739644e+02 9.2645515895e+02 7.6400000000e+02
6.3000000000e+02 1.6515353673e-42 9.7437093364e-03 9.3469558154e+02 9.3470532525e+02 1.3440000000e+03
6.3100000000e+02 7.8385809813e-43 8.8175040561e-03 9.3368705151e+02 9.3369586901e+02 1.0380000000e+03
6.3200000000e+02 3.6931002870e-43 7.9611259993e-03 9.2906180015e+02 9.2906976127e+02 9.7900000000e+02
6.3300000000e+02 1.7259520749e-43 6.3684311348e-03 9.0440824034e+02 9.0441460877e+02 8.1900000000e+02
6.3400000000e+02 8.0133006794e-44 5.7405789403e-03 9.1190817568e+02 9.1191391626e+02 6.7700000000e+02
6.3500000000e+02 1.8067584214e-43 7.2262895216e-03 9.1062862873e+02 9.1063585502e+02 1.3130000000e+03
6.3600000000e+02 8.4745996543e-44 6.5229325799e-03 9.0595420428e+02 9.0596072721e+02 1.0270000000e+03
6.3700000000e+02 3.9430338674e-44 5.2151890226e-03 8.8243132379e+02 8.8243653898e+02 9.0500000000e+02
6.3800000000e+02 1.8225364373e-44 4.6999646019e-03 8.8923328628e+02 8.8923798624e+02 8.2000000000e+02
6.3900000000e+02 8.3620829811e-45 4.2257173036e-03 8.8761003051e+02 8.8761425623e+02 6.8100000000e+02
6.4000000000e+02 1.9246805573e-44 5.3348088401e-03 8.8297733725e+02 8.8298267206e+02 1.3230000000e+03
6.4100000000e+02 8.9154478718e-45 4.2629964751e-03 8.6053801220e+02 8.6054227519e+02 1.0330000000e+03
6.4200000000e+02 4.1025291289e-45 3.8409689991e-03 8.6667733725e+02 8.6668117822e+02 9.4300000000e+02
6.4300000000e+02 1.8739242666e-45 3.4526135175e-03 8.6480879636e+02 8.6481224898e+02 7.3900000000e+02
6.4400000000e+02 8.4965379827e-46 3.0962519752e-03 8.5977572102e+02 8.5977881728e+02 6.2100000000e+02
6.4500000000e+02 1.9951090652e-45 3.4783014340e-03 8.3874900379e+02 8.3875248209e+02 1.3440000000e+03
6.4600000000e+02 9.1398220033e-46 3.1332448753e-03 8.4426016637e+02 8.4426329961e+02 9.5200000000e+02
6.4700000000e+02 4.1562341569e-46 2.8158065381e-03 8.4216633968e+02 8.4216915549e+02 8.5000000000e+02
6.4800000000e+02 1.8760794398e-46 2.5245993765e-03 8.3710913103e+02 8.3711165563e+02 7.3700000000e+02
6.4900000000e+02 8.3772425656e-47 1.8971518400e-03 8.1558202149e+02 8.1558391864e+02 5.4800000000e+02
6.5000000000e+02 2.0152751643e-46 2.5512627916e-03 8.2200089494e+02 8.2200344620e+02 1.2940000000e+03
6.5100000000e+02 9.1234339000e-47 2.2922658222e-03 8.1970107557e+02 8.1970336784e+02 9.1900000000e+02
6.5200000000e+02 4.0998748747e-47 2.0547356814e-03 8.1462914443e+02 8.1463119917e+02 8.0700000000e+02
6.5300000000e+02 1.8226892990e-47 1.5432027243e-03 7.9403597665e+02 7.9403751985e+02 5.9800000000e+02
6.5400000000e+02 8.0722860012e-48 1.3813536056e-03 7.9476705649e+02 7.9476843784e+02 4.8700000000e+02
6.5500000000e+02 1.9821063140e-47 1.8626637588e-03 7.9743067498e+02 7.9743253764e+02 1.2630000000e+03
6.5600000000e+02 8.8674772391e-48 1.6692707091e-03 7.9235292206e+02 7.9235459133e+02 8.9400000000e+02
6.5700000000e+02 3.9249439035e-48 1.2529997314e-03 7.7265270812e+02 7.7265396112e+02 7.4600000000e+02
6.5800000000e+02 1.7305130455e-48 1.1213374005e-03 7.7282225998e+02 7.7282338132e+02 5.7300000000e+02
6.5900000000e+02 7.5734031521e-49 1.0011094020e-03 7.6026548908e+02 7.6026649018e+02 3.9000000000e+02
6.6000000000e+02 1.8981896784e-48 1.3536453662e-03 7.7029687228e+02 7.7029822593e+02 1.3340000000e+03
6.6100000000e+02 8.3649525225e-49 1.0155143880e-03 7.5145005418e+02 7.5145106969e+02 8.5500000000e+02
6.6200000000e+02 3.6716586263e-49 9.0860444212e-04 7.5109116515e+02 7.5109207375e+02 6.7300000000e+02
6.6300000000e+02 1.5996885712e-49 8.1100501358e-04 7.3835823941e+02 7.3835905042e+02 5.0200000000e+02
6.6400000000e+02 6.9180143544e-50 7.2215774104e-04 7.1057907178e+02 7.1057979393e+02 3.6700000000e+02
6.6500000000e+02 1.7644228848e-49 8.2153919923e-04 7.3044508036e+02 7.3044590190e+02 1.2410000000e+03
6.6600000000e+02 7.7100777078e-50 7.3488690678e-04 7.2958994818e+02 7.2959068307e+02 7.4800000000e+02
6.6700000000e+02 3.3441728640e-50 6.5580185897e-04 7.1670410860e+02 7.1670476440e+02 6.0200000000e+02
6.6800000000e+02 1.4397633755e-50 5.8382761286e-04 6.8903425646e+02 6.8903484029e+02 3.9700000000e+02
6.6900000000e+02 6.0392094310e-51 3.9094155476e-04 6.2833053079e+02 6.2833092174e+02 2.9300000000e+02
6.7000000000e+02 1.6023752066e-50 5.9329852641e-04 7.0833398507e+02 7.0833457837e+02 1.2320000000e+03
6.7100000000e+02 6.9191200658e-51 5.2933285781e-04 6.9531778946e+02 6.9531831879e+02 6.9000000000e+02
6.7200000000e+02 2.9655792204e-51 4.7113383782e-04 6.6777960016e+02 6.6778007129e+02 5.0100000000e+02
6.7300000000e+02 1.2387069927e-51 3.1529308583e-04 6.0828447459e+02 6.0828478989e+02 3.6200000000e+02
6.7400000000e+02 5.2352528805e-52 2.8031499880e-04 5.3806516156e+02 5.3806544187e+02 2.1200000000e+02
6.7500000000e+02 1.4168433915e-51 4.2647361586e-04 6.7421315416e+02 6.7421358064e+02 1.2070000000e+03
6.7600000000e+02 6.0455615323e-52 3.7949937747e-04 6.4682830305e+02 6.4682868255e+02 6.6400000000e+02
6.7700000000e+02 2.5145722934e-52 2.5381892759e-04 5.8853316580e+02 5.8853341962e+02 4.2200000000e+02
6.7800000000e+02 1.0579946938e-52 2.2561134407e-04 5.1913284495e+02 5.1913307056e+02 2.6300000000e+02
6.7900000000e+02 4.4182879724e-53 2.0005152491e-04 4.1903240604e+02 4.1903260610e+02 1.6000000000e+02
6.8000000000e+02 1.2197545093e-52 3.0513002391e-04 6.2619272116e+02 6.2619302629e+02 1.1110000000e+03
6.8100000000e+02 5.0520388791e-53 2.0395788933e-04 5.6908936554e+02 5.6908956949e+02 5.3900000000e+02
6.8200000000e+02 2.1161004553e-53 1.8125186163e-04 5.0056337385e+02 5.0056355510e+02 3.4300000000e+02
6.8300000000e+02 8.7974510436e-54 1.6068245157e-04 4.0265791202e+02 4.0265807271e+02 2.1600000000e+02
6.8400000000e+02 3.6301770645e-54 1.4210141966e-04 2.9111968415e+02 2.9111982625e+02 9.9000000000e+01
6.8500000000e+02 1.0045608457e-53 1.6359271478e-04 5.4996492534e+02 5.4996508893e+02 9.9700000000e+02
6.8600000000e+02 4.1888616925e-54 1.4534863757e-04 4.8236542224e+02 4.8236556759e+02 5.1300000000e+02
6.8700000000e+02 1.7336706369e-54 1.2882554208e-04 3.8668086545e+02 3.8668099428e+02 3.0000000000e+02
6.8800000000e+02 7.1217603714e-55 1.1390347851e-04 2.7845333520e+02 2.7845344911e+02 1.4000000000e+02
6.8900000000e+02 2.5580502807e-55 5.7404466206e-05 1.6957149688e+02 1.6957155429e+02 5.9000000000e+01
6.9000000000e+02 8.2065892038e-55 1.1634464554e-04 4.6454673896e+02 4.6454685531e+02 9.4800000000e+02
6.9100000000e+02 3.3812961268e-55 1.0309615160e-04 3.7110481877e+02 3.7110492187e+02 3.9300000000e+02
6.9200000000e+02 1.3827820381e-55 9.1134434677e-05 2.6616681153e+02 2.6616690267e+02 1.9100000000e+02
6.9300000000e+02 4.9490467230e-56 4.5900493460e-05 1.6151842555e+02 1.6151847145e+02 7.4000000000e+01
